,total_load,temperature_F
2010-03-08 20:00:00,149.7,49.68
2010-03-08 21:00:00,154.6,47.16
2010-03-08 22:00:00,153.7,44.76
2010-03-08 23:00:00,148.4,42.48
2010-03-09 00:00:00,142.1,41.44
2010-03-09 01:00:00,140.1,40.08
2010-03-09 02:00:00,142.3,38.56
2010-03-09 03:00:00,147.0,37.76
2010-03-09 04:00:00,153.4,37.44
2010-03-09 05:00:00,163.3,37.08
2010-03-09 06:00:00,182.0,35.96
2010-03-09 07:00:00,206.8,36.24
2010-03-09 08:00:00,194.8,42.68
2010-03-09 09:00:00,161.8,50.52
2010-03-09 10:00:00,136.6,57.48
2010-03-09 11:00:00,121.3,62.52
2010-03-09 12:00:00,112.2,66.04
2010-03-09 13:00:00,105.4,67.64
2010-03-09 14:00:00,100.8,69.0
2010-03-09 15:00:00,100.4,69.4
2010-03-09 16:00:00,99.2,68.52
2010-03-09 17:00:00,100.9,67.44
2010-03-09 18:00:00,105.8,63.48
2010-03-09 19:00:00,124.8,58.92
2010-03-09 20:00:00,133.4,56.92
2010-03-09 21:00:00,132.0,55.36
2010-03-09 22:00:00,126.4,54.24
2010-03-09 23:00:00,116.7,53.08
2010-03-10 00:00:00,107.1,53.16
2010-03-10 01:00:00,101.9,52.48
2010-03-10 02:00:00,101.7,51.96
2010-03-10 03:00:00,103.9,52.24
2010-03-10 04:00:00,106.9,52.32
2010-03-10 05:00:00,112.7,52.12
2010-03-10 06:00:00,126.4,51.68
2010-03-10 07:00:00,148.4,51.12
2010-03-10 08:00:00,146.0,53.76
2010-03-10 09:00:00,130.1,57.0
2010-03-10 10:00:00,118.9,60.6
2010-03-10 11:00:00,110.2,63.12
2010-03-10 12:00:00,104.5,65.24
2010-03-10 13:00:00,101.2,66.32
2010-03-10 14:00:00,99.6,65.64
2010-03-10 15:00:00,98.8,64.28
2010-03-10 16:00:00,97.4,63.16
2010-03-10 17:00:00,102.2,61.92
2010-03-10 18:00:00,109.6,60.28
2010-03-10 19:00:00,126.0,58.36
2010-03-10 20:00:00,129.2,57.12
2010-03-10 21:00:00,126.4,55.92
2010-03-10 22:00:00,119.0,55.0
2010-03-10 23:00:00,107.0,54.48
2010-03-11 00:00:00,95.5,54.2
2010-03-11 01:00:00,87.9,53.6
2010-03-11 02:00:00,84.6,53.0
2010-03-11 03:00:00,83.8,52.64
2010-03-11 04:00:00,85.2,52.24
2010-03-11 05:00:00,89.6,52.16
2010-03-11 06:00:00,102.2,51.84
2010-03-11 07:00:00,123.7,51.84
2010-03-11 08:00:00,126.4,53.4
2010-03-11 09:00:00,119.5,55.6
2010-03-11 10:00:00,114.0,57.6
2010-03-11 11:00:00,109.1,59.72
2010-03-11 12:00:00,104.4,61.88
2010-03-11 13:00:00,99.9,62.76
2010-03-11 14:00:00,98.4,62.8
2010-03-11 15:00:00,97.5,62.84
2010-03-11 16:00:00,97.7,61.92
2010-03-11 17:00:00,102.8,61.08
2010-03-11 18:00:00,109.0,59.96
2010-03-11 19:00:00,123.8,59.76
2010-03-11 20:00:00,127.7,59.12
2010-03-11 21:00:00,123.9,59.04
2010-03-11 22:00:00,116.6,59.08
2010-03-11 23:00:00,104.4,58.96
2010-03-12 00:00:00,92.5,58.6
2010-03-12 01:00:00,84.5,58.52
2010-03-12 02:00:00,80.3,58.16
2010-03-12 03:00:00,78.3,57.84
2010-03-12 04:00:00,78.9,57.68
2010-03-12 05:00:00,81.7,57.52
2010-03-12 06:00:00,92.5,57.6
2010-03-12 07:00:00,112.3,57.4
2010-03-12 08:00:00,115.9,58.0
2010-03-12 09:00:00,111.7,59.0
2010-03-12 10:00:00,109.1,60.8
2010-03-12 11:00:00,106.8,62.0
2010-03-12 12:00:00,107.2,62.4
2010-03-12 13:00:00,103.5,63.0
2010-03-12 14:00:00,101.9,63.0
2010-03-12 15:00:00,101.7,62.96
2010-03-12 16:00:00,103.9,62.84
2010-03-12 17:00:00,109.7,61.76
2010-03-12 18:00:00,114.2,61.32
2010-03-12 19:00:00,124.2,60.16
2010-03-12 20:00:00,124.9,58.96
2010-03-12 21:00:00,122.0,58.4
2010-03-12 22:00:00,115.3,57.6
2010-03-12 23:00:00,106.7,57.12
2010-03-13 00:00:00,97.8,56.36
2010-03-13 01:00:00,90.1,55.28
2010-03-13 02:00:00,85.5,55.0
2010-03-13 03:00:00,83.6,54.24
2010-03-13 04:00:00,83.0,53.52
2010-03-13 05:00:00,84.1,53.04
2010-03-13 06:00:00,88.9,52.68
2010-03-13 07:00:00,95.7,52.32
2010-03-13 08:00:00,105.1,52.92
2010-03-13 09:00:00,115.8,55.16
2010-03-13 10:00:00,117.4,57.16
2010-03-13 11:00:00,114.7,58.96
2010-03-13 12:00:00,110.3,60.68
2010-03-13 13:00:00,105.6,62.36
2010-03-13 14:00:00,101.1,62.84
2010-03-13 15:00:00,97.9,62.28
2010-03-13 16:00:00,96.4,61.04
2010-03-13 17:00:00,97.2,60.0
2010-03-13 18:00:00,99.9,56.96
2010-03-13 19:00:00,110.7,55.08
2010-03-13 20:00:00,116.1,53.92
2010-03-13 21:00:00,113.7,52.48
2010-03-13 22:00:00,110.1,51.92
2010-03-13 23:00:00,103.9,50.84
2010-03-14 00:00:00,96.9,49.92
2010-03-14 01:00:00,90.8,48.84
2010-03-14 02:00:00,89.4,48.32
2010-03-14 03:00:00,88.1,47.44
2010-03-14 04:00:00,88.7,46.8
2010-03-14 05:00:00,91.4,46.48
2010-03-14 06:00:00,96.4,45.88
2010-03-14 07:00:00,104.1,45.56
2010-03-14 08:00:00,115.2,45.32
2010-03-14 09:00:00,131.0,46.68
2010-03-14 10:00:00,138.4,48.8
2010-03-14 11:00:00,136.7,51.24
2010-03-14 12:00:00,131.4,53.16
2010-03-14 13:00:00,129.1,54.68
2010-03-14 14:00:00,126.5,56.28
2010-03-14 15:00:00,119.8,56.92
2010-03-14 16:00:00,114.8,56.56
2010-03-14 17:00:00,113.6,56.96
2010-03-14 18:00:00,115.8,56.28
2010-03-14 19:00:00,119.9,55.04
2010-03-14 20:00:00,133.4,53.0
2010-03-14 21:00:00,140.5,52.08
2010-03-14 22:00:00,136.5,51.28
2010-03-14 23:00:00,125.2,50.56
2010-03-15 00:00:00,113.0,49.56
2010-03-15 01:00:00,104.4,48.92
2010-03-15 02:00:00,101.7,47.88
2010-03-15 03:00:00,101.9,46.92
2010-03-15 04:00:00,104.3,46.36
2010-03-15 05:00:00,109.6,45.4
2010-03-15 06:00:00,122.3,44.84
2010-03-15 07:00:00,148.3,44.2
2010-03-15 08:00:00,154.7,44.64
2010-03-15 09:00:00,139.8,47.88
2010-03-15 10:00:00,128.7,51.88
2010-03-15 11:00:00,121.4,55.12
2010-03-15 12:00:00,119.3,56.28
2010-03-15 13:00:00,114.6,57.04
2010-03-15 14:00:00,113.8,57.72
2010-03-15 15:00:00,114.8,58.2
2010-03-15 16:00:00,118.0,57.76
2010-03-15 17:00:00,125.2,57.44
2010-03-15 18:00:00,134.6,56.4
2010-03-15 19:00:00,145.8,54.4
2010-03-15 20:00:00,155.7,52.28
2010-03-15 21:00:00,159.3,51.36
2010-03-15 22:00:00,152.0,50.6
2010-03-15 23:00:00,137.9,49.76
2010-03-16 00:00:00,125.3,49.28
2010-03-16 01:00:00,116.3,48.84
2010-03-16 02:00:00,113.4,48.2
2010-03-16 03:00:00,113.0,47.6
2010-03-16 04:00:00,115.1,46.88
2010-03-16 05:00:00,120.3,46.36
2010-03-16 06:00:00,133.8,45.8
2010-03-16 07:00:00,159.2,45.2
2010-03-16 08:00:00,162.9,45.36
2010-03-16 09:00:00,155.1,46.76
2010-03-16 10:00:00,151.3,48.12
2010-03-16 11:00:00,148.5,49.08
2010-03-16 12:00:00,147.1,49.88
2010-03-16 13:00:00,145.4,50.44
2010-03-16 14:00:00,141.6,51.0
2010-03-16 15:00:00,135.1,51.56
2010-03-16 16:00:00,133.1,52.04
2010-03-16 17:00:00,135.2,52.12
2010-03-16 18:00:00,138.1,51.88
2010-03-16 19:00:00,141.8,51.08
2010-03-16 20:00:00,155.8,49.64
2010-03-16 21:00:00,168.4,47.84
2010-03-16 22:00:00,166.3,46.48
2010-03-16 23:00:00,157.6,44.84
2010-03-17 00:00:00,146.2,42.88
2010-03-17 01:00:00,140.8,41.6
2010-03-17 02:00:00,140.7,41.08
2010-03-17 03:00:00,143.0,40.24
2010-03-17 04:00:00,147.1,39.2
2010-03-17 05:00:00,155.0,38.48
2010-03-17 06:00:00,170.9,37.56
2010-03-17 07:00:00,198.4,37.36
2010-03-17 08:00:00,200.0,37.56
2010-03-17 09:00:00,173.9,44.16
2010-03-17 10:00:00,148.8,49.8
2010-03-17 11:00:00,130.7,54.08
2010-03-17 12:00:00,118.8,56.96
2010-03-17 13:00:00,109.1,58.48
2010-03-17 14:00:00,104.3,59.28
2010-03-17 15:00:00,102.4,59.68
2010-03-17 16:00:00,100.7,59.64
2010-03-17 17:00:00,103.7,58.92
2010-03-17 18:00:00,107.8,57.96
2010-03-17 19:00:00,117.4,55.64
2010-03-17 20:00:00,131.6,53.36
2010-03-17 21:00:00,141.8,51.92
2010-03-17 22:00:00,139.0,50.72
2010-03-17 23:00:00,129.9,49.52
2010-03-18 00:00:00,118.6,49.08
2010-03-18 01:00:00,111.2,48.44
2010-03-18 02:00:00,109.4,47.52
2010-03-18 03:00:00,107.8,47.32
2010-03-18 04:00:00,110.0,46.92
2010-03-18 05:00:00,119.2,46.32
2010-03-18 06:00:00,132.3,46.0
2010-03-18 07:00:00,158.7,45.64
2010-03-18 08:00:00,161.1,46.36
2010-03-18 09:00:00,150.3,48.36
2010-03-18 10:00:00,140.3,51.56
2010-03-18 11:00:00,127.2,54.24
2010-03-18 12:00:00,117.3,57.12
2010-03-18 13:00:00,108.9,58.92
2010-03-18 14:00:00,105.4,60.44
2010-03-18 15:00:00,103.7,61.28
2010-03-18 16:00:00,102.9,61.84
2010-03-18 17:00:00,105.4,61.8
2010-03-18 18:00:00,109.9,61.2
2010-03-18 19:00:00,115.8,58.84
2010-03-18 20:00:00,130.4,55.68
2010-03-18 21:00:00,140.7,53.8
2010-03-18 22:00:00,137.6,51.68
2010-03-18 23:00:00,128.2,50.64
2010-03-19 00:00:00,117.9,48.84
2010-03-19 01:00:00,112.8,48.16
2010-03-19 02:00:00,112.5,47.04
2010-03-19 03:00:00,114.4,45.2
2010-03-19 04:00:00,118.9,44.56
2010-03-19 05:00:00,127.4,43.4
2010-03-19 06:00:00,144.5,42.48
2010-03-19 07:00:00,173.6,42.4
2010-03-19 08:00:00,176.4,43.0
2010-03-19 09:00:00,154.2,49.88
2010-03-19 10:00:00,134.0,56.6
2010-03-19 11:00:00,119.8,62.28
2010-03-19 12:00:00,109.1,65.44
2010-03-19 13:00:00,101.5,67.4
2010-03-19 14:00:00,98.2,69.04
2010-03-19 15:00:00,96.2,69.92
2010-03-19 16:00:00,93.9,70.84
2010-03-19 17:00:00,95.4,70.72
2010-03-19 18:00:00,97.2,69.68
2010-03-19 19:00:00,99.5,66.84
2010-03-19 20:00:00,108.4,60.28
2010-03-19 21:00:00,116.7,56.16
2010-03-19 22:00:00,114.7,53.48
2010-03-19 23:00:00,109.7,51.32
2010-03-20 00:00:00,102.2,49.44
2010-03-20 01:00:00,96.1,48.04
2010-03-20 02:00:00,94.9,46.12
2010-03-20 03:00:00,96.4,45.0
2010-03-20 04:00:00,100.1,43.32
2010-03-20 05:00:00,106.2,42.28
2010-03-20 06:00:00,115.2,41.44
2010-03-20 07:00:00,128.8,40.68
2010-03-20 08:00:00,141.7,41.16
2010-03-20 09:00:00,145.0,49.36
2010-03-20 10:00:00,133.8,57.48
2010-03-20 11:00:00,120.2,64.68
2010-03-20 12:00:00,110.8,69.92
2010-03-20 13:00:00,105.7,72.04
2010-03-20 14:00:00,101.2,73.24
2010-03-20 15:00:00,98.8,74.16
2010-03-20 16:00:00,98.1,74.04
2010-03-20 17:00:00,99.3,73.72
2010-03-20 18:00:00,100.8,72.36
2010-03-20 19:00:00,101.0,68.92
2010-03-20 20:00:00,107.5,64.44
2010-03-20 21:00:00,114.6,62.08
2010-03-20 22:00:00,109.3,60.52
2010-03-20 23:00:00,101.9,59.4
2010-03-21 00:00:00,91.8,57.64
2010-03-21 01:00:00,82.7,55.92
2010-03-21 02:00:00,78.2,54.36
2010-03-21 03:00:00,77.1,52.68
2010-03-21 04:00:00,78.1,50.72
2010-03-21 05:00:00,81.0,48.88
2010-03-21 06:00:00,86.2,48.16
2010-03-21 07:00:00,95.9,47.52
2010-03-21 08:00:00,108.6,48.84
2010-03-21 09:00:00,121.6,54.4
2010-03-21 10:00:00,122.3,60.6
2010-03-21 11:00:00,112.9,64.28
2010-03-21 12:00:00,104.4,65.64
2010-03-21 13:00:00,102.8,66.76
2010-03-21 14:00:00,101.9,66.88
2010-03-21 15:00:00,98.9,67.04
2010-03-21 16:00:00,98.1,66.56
2010-03-21 17:00:00,97.5,65.76
2010-03-21 18:00:00,98.3,64.68
2010-03-21 19:00:00,102.0,63.28
2010-03-21 20:00:00,113.7,62.48
2010-03-21 21:00:00,119.8,61.88
2010-03-21 22:00:00,112.5,61.76
2010-03-21 23:00:00,100.7,61.28
2010-03-22 00:00:00,87.9,61.52
2010-03-22 01:00:00,79.2,61.48
2010-03-22 02:00:00,74.5,61.4
2010-03-22 03:00:00,72.8,61.08
2010-03-22 04:00:00,72.9,60.88
2010-03-22 05:00:00,75.5,59.88
2010-03-22 06:00:00,84.7,59.16
2010-03-22 07:00:00,105.1,58.64
2010-03-22 08:00:00,109.5,56.76
2010-03-22 09:00:00,103.9,56.88
2010-03-22 10:00:00,103.4,56.72
2010-03-22 11:00:00,102.9,57.0
2010-03-22 12:00:00,104.3,57.72
2010-03-22 13:00:00,102.6,58.44
2010-03-22 14:00:00,101.0,57.76
2010-03-22 15:00:00,99.0,57.36
2010-03-22 16:00:00,98.1,56.56
2010-03-22 17:00:00,102.1,55.4
2010-03-22 18:00:00,106.5,54.6
2010-03-22 19:00:00,112.5,52.72
2010-03-22 20:00:00,123.9,50.64
2010-03-22 21:00:00,131.3,49.4
2010-03-22 22:00:00,125.0,48.36
2010-03-22 23:00:00,114.5,47.44
2010-03-23 00:00:00,102.8,46.36
2010-03-23 01:00:00,96.0,44.76
2010-03-23 02:00:00,94.0,43.96
2010-03-23 03:00:00,95.7,43.24
2010-03-23 04:00:00,100.4,42.28
2010-03-23 05:00:00,107.8,41.64
2010-03-23 06:00:00,124.4,40.76
2010-03-23 07:00:00,155.5,40.44
2010-03-23 08:00:00,162.5,40.6
2010-03-23 09:00:00,153.2,42.68
2010-03-23 10:00:00,148.6,45.56
2010-03-23 11:00:00,143.0,49.36
2010-03-23 12:00:00,133.6,52.44
2010-03-23 13:00:00,125.1,55.24
2010-03-23 14:00:00,120.5,57.24
2010-03-23 15:00:00,114.6,59.32
2010-03-23 16:00:00,110.0,61.28
2010-03-23 17:00:00,109.4,61.88
2010-03-23 18:00:00,111.0,61.56
2010-03-23 19:00:00,114.5,60.0
2010-03-23 20:00:00,128.1,57.32
2010-03-23 21:00:00,139.6,55.6
2010-03-23 22:00:00,134.3,53.48
2010-03-23 23:00:00,124.1,52.4
2010-03-24 00:00:00,111.5,51.08
2010-03-24 01:00:00,104.1,48.84
2010-03-24 02:00:00,101.7,47.32
2010-03-24 03:00:00,102.5,46.28
2010-03-24 04:00:00,105.2,44.84
2010-03-24 05:00:00,111.7,43.4
2010-03-24 06:00:00,127.2,43.28
2010-03-24 07:00:00,153.9,42.16
2010-03-24 08:00:00,155.9,44.12
2010-03-24 09:00:00,135.4,50.64
2010-03-24 10:00:00,120.6,56.16
2010-03-24 11:00:00,111.1,61.2
2010-03-24 12:00:00,104.8,64.24
2010-03-24 13:00:00,100.9,66.32
2010-03-24 14:00:00,98.2,68.56
2010-03-24 15:00:00,96.4,69.96
2010-03-24 16:00:00,95.8,70.68
2010-03-24 17:00:00,98.5,71.04
2010-03-24 18:00:00,101.4,70.32
2010-03-24 19:00:00,104.9,67.56
2010-03-24 20:00:00,112.9,61.92
2010-03-24 21:00:00,123.1,59.04
2010-03-24 22:00:00,118.5,57.08
2010-03-24 23:00:00,106.7,56.2
2010-03-25 00:00:00,93.7,54.72
2010-03-25 01:00:00,85.4,54.16
2010-03-25 02:00:00,83.6,52.72
2010-03-25 03:00:00,84.4,51.6
2010-03-25 04:00:00,87.4,50.76
2010-03-25 05:00:00,93.8,49.88
2010-03-25 06:00:00,109.7,48.96
2010-03-25 07:00:00,136.1,48.8
2010-03-25 08:00:00,137.5,49.48
2010-03-25 09:00:00,122.9,53.84
2010-03-25 10:00:00,113.1,59.0
2010-03-25 11:00:00,104.9,63.52
2010-03-25 12:00:00,100.2,66.48
2010-03-25 13:00:00,96.9,69.0
2010-03-25 14:00:00,95.6,70.16
2010-03-25 15:00:00,94.3,70.04
2010-03-25 16:00:00,94.1,70.32
2010-03-25 17:00:00,95.9,69.4
2010-03-25 18:00:00,99.2,67.8
2010-03-25 19:00:00,103.9,66.32
2010-03-25 20:00:00,114.6,64.56
2010-03-25 21:00:00,122.3,63.76
2010-03-25 22:00:00,116.1,62.88
2010-03-25 23:00:00,103.8,62.16
2010-03-26 00:00:00,90.8,61.6
2010-03-26 01:00:00,82.0,61.44
2010-03-26 02:00:00,77.1,60.72
2010-03-26 03:00:00,75.0,59.8
2010-03-26 04:00:00,74.1,58.96
2010-03-26 05:00:00,76.9,58.24
2010-03-26 06:00:00,85.8,57.76
2010-03-26 07:00:00,104.8,56.96
2010-03-26 08:00:00,108.4,56.64
2010-03-26 09:00:00,103.3,58.84
2010-03-26 10:00:00,100.7,61.52
2010-03-26 11:00:00,100.1,63.6
2010-03-26 12:00:00,99.3,64.28
2010-03-26 13:00:00,97.4,64.4
2010-03-26 14:00:00,96.1,63.04
2010-03-26 15:00:00,97.7,61.0
2010-03-26 16:00:00,101.7,57.8
2010-03-26 17:00:00,109.4,55.48
2010-03-26 18:00:00,119.0,52.36
2010-03-26 19:00:00,129.4,49.52
2010-03-26 20:00:00,139.9,47.24
2010-03-26 21:00:00,146.2,45.52
2010-03-26 22:00:00,144.8,44.48
2010-03-26 23:00:00,139.2,43.56
2010-03-27 00:00:00,131.8,42.96
2010-03-27 01:00:00,125.2,41.88
2010-03-27 02:00:00,123.8,40.92
2010-03-27 03:00:00,125.6,39.88
2010-03-27 04:00:00,129.2,38.72
2010-03-27 05:00:00,136.4,37.96
2010-03-27 06:00:00,145.9,37.16
2010-03-27 07:00:00,159.3,36.12
2010-03-27 08:00:00,171.3,37.48
2010-03-27 09:00:00,174.5,40.88
2010-03-27 10:00:00,165.5,44.68
2010-03-27 11:00:00,152.0,47.28
2010-03-27 12:00:00,140.1,49.64
2010-03-27 13:00:00,129.0,51.64
2010-03-27 14:00:00,119.4,53.48
2010-03-27 15:00:00,113.0,54.92
2010-03-27 16:00:00,108.9,56.0
2010-03-27 17:00:00,107.6,55.72
2010-03-27 18:00:00,109.4,54.96
2010-03-27 19:00:00,115.9,52.68
2010-03-27 20:00:00,134.6,49.92
2010-03-27 21:00:00,150.3,47.52
2010-03-27 22:00:00,151.9,46.16
2010-03-27 23:00:00,149.4,45.48
2010-03-28 00:00:00,141.6,44.6
2010-03-28 01:00:00,135.7,43.64
2010-03-28 02:00:00,133.1,43.08
2010-03-28 03:00:00,133.2,42.28
2010-03-28 04:00:00,134.7,41.96
2010-03-28 05:00:00,137.0,41.84
2010-03-28 06:00:00,141.1,42.04
2010-03-28 07:00:00,147.8,42.56
2010-03-28 08:00:00,157.1,44.0
2010-03-28 09:00:00,163.6,47.16
2010-03-28 10:00:00,154.6,51.24
2010-03-28 11:00:00,134.6,55.76
2010-03-28 12:00:00,117.9,59.92
2010-03-28 13:00:00,111.2,62.68
2010-03-28 14:00:00,107.2,63.52
2010-03-28 15:00:00,104.0,63.84
2010-03-28 16:00:00,101.0,63.96
2010-03-28 17:00:00,101.4,62.8
2010-03-28 18:00:00,103.8,62.52
2010-03-28 19:00:00,106.6,61.88
2010-03-28 20:00:00,117.6,61.52
2010-03-28 21:00:00,125.2,61.24
2010-03-28 22:00:00,117.7,60.68
2010-03-28 23:00:00,106.6,60.32
2010-03-29 00:00:00,93.7,60.2
2010-03-29 01:00:00,83.5,59.76
2010-03-29 02:00:00,78.9,59.04
2010-03-29 03:00:00,77.2,58.64
2010-03-29 04:00:00,76.9,58.12
2010-03-29 05:00:00,79.7,57.44
2010-03-29 06:00:00,88.1,56.76
2010-03-29 07:00:00,107.3,55.8
2010-03-29 08:00:00,114.3,55.12
2010-03-29 09:00:00,111.8,55.36
2010-03-29 10:00:00,115.1,55.84
2010-03-29 11:00:00,117.4,56.76
2010-03-29 12:00:00,118.6,57.8
2010-03-29 13:00:00,117.1,59.32
2010-03-29 14:00:00,116.0,60.52
2010-03-29 15:00:00,112.3,61.6
2010-03-29 16:00:00,107.9,62.4
2010-03-29 17:00:00,110.8,62.24
2010-03-29 18:00:00,113.7,61.96
2010-03-29 19:00:00,116.5,59.92
2010-03-29 20:00:00,124.7,57.0
2010-03-29 21:00:00,133.2,56.08
2010-03-29 22:00:00,126.6,55.28
2010-03-29 23:00:00,115.4,54.4
2010-03-30 00:00:00,103.7,53.76
2010-03-30 01:00:00,95.6,53.12
2010-03-30 02:00:00,91.6,52.48
2010-03-30 03:00:00,90.2,51.84
2010-03-30 04:00:00,90.7,51.4
2010-03-30 05:00:00,94.2,51.16
2010-03-30 06:00:00,105.5,50.88
2010-03-30 07:00:00,129.1,50.6
2010-03-30 08:00:00,133.9,50.88
2010-03-30 09:00:00,126.2,52.96
2010-03-30 10:00:00,121.2,55.6
2010-03-30 11:00:00,116.2,58.04
2010-03-30 12:00:00,110.3,60.0
2010-03-30 13:00:00,107.0,61.88
2010-03-30 14:00:00,103.3,63.92
2010-03-30 15:00:00,100.0,65.32
2010-03-30 16:00:00,99.2,66.44
2010-03-30 17:00:00,101.2,66.84
2010-03-30 18:00:00,104.9,66.52
2010-03-30 19:00:00,107.6,64.76
2010-03-30 20:00:00,116.8,61.08
2010-03-30 21:00:00,129.3,58.6
2010-03-30 22:00:00,125.3,56.72
2010-03-30 23:00:00,115.5,55.28
2010-03-31 00:00:00,103.7,54.56
2010-03-31 01:00:00,96.4,53.48
2010-03-31 02:00:00,93.9,51.84
2010-03-31 03:00:00,93.3,51.2
2010-03-31 04:00:00,95.6,50.28
2010-03-31 05:00:00,100.9,48.4
2010-03-31 06:00:00,114.9,48.0
2010-03-31 07:00:00,140.5,46.72
2010-03-31 08:00:00,140.7,48.2
2010-03-31 09:00:00,127.1,53.36
2010-03-31 10:00:00,118.5,58.24
2010-03-31 11:00:00,111.1,62.24
2010-03-31 12:00:00,106.6,66.0
2010-03-31 13:00:00,102.5,68.48
2010-03-31 14:00:00,100.0,70.8
2010-03-31 15:00:00,99.4,72.12
2010-03-31 16:00:00,97.7,73.28
2010-03-31 17:00:00,100.8,73.8
2010-03-31 18:00:00,105.0,73.2
2010-03-31 19:00:00,106.8,70.88
2010-03-31 20:00:00,112.3,64.76
2010-03-31 21:00:00,124.6,60.36
2010-03-31 22:00:00,120.4,57.4
2010-03-31 23:00:00,109.3,55.16
2010-04-01 00:00:00,96.0,53.12
2010-04-01 01:00:00,87.3,51.76
2010-04-01 02:00:00,85.2,50.2
2010-04-01 03:00:00,86.1,48.72
2010-04-01 04:00:00,89.4,47.76
2010-04-01 05:00:00,96.5,47.28
2010-04-01 06:00:00,112.7,45.44
2010-04-01 07:00:00,140.6,46.04
2010-04-01 08:00:00,143.2,48.88
2010-04-01 09:00:00,127.6,57.0
2010-04-01 10:00:00,113.3,64.96
2010-04-01 11:00:00,106.2,70.72
2010-04-01 12:00:00,103.2,74.32
2010-04-01 13:00:00,101.6,76.8
2010-04-01 14:00:00,102.1,78.68
2010-04-01 15:00:00,102.5,80.0
2010-04-01 16:00:00,102.6,80.6
2010-04-01 17:00:00,106.8,80.28
2010-04-01 18:00:00,110.5,79.0
2010-04-01 19:00:00,111.3,75.8
2010-04-01 20:00:00,114.3,69.68
2010-04-01 21:00:00,125.1,65.52
2010-04-01 22:00:00,119.8,63.44
2010-04-01 23:00:00,107.8,61.4
2010-04-02 00:00:00,94.3,59.28
2010-04-02 01:00:00,83.9,57.24
2010-04-02 02:00:00,78.6,55.12
2010-04-02 03:00:00,76.9,53.76
2010-04-02 04:00:00,77.7,52.12
2010-04-02 05:00:00,81.2,50.96
2010-04-02 06:00:00,90.7,50.04
2010-04-02 07:00:00,108.5,49.96
2010-04-02 08:00:00,117.1,52.48
2010-04-02 09:00:00,113.3,58.8
2010-04-02 10:00:00,109.1,65.48
2010-04-02 11:00:00,105.8,70.88
2010-04-02 12:00:00,103.4,75.72
2010-04-02 13:00:00,102.6,79.08
2010-04-02 14:00:00,104.3,80.56
2010-04-02 15:00:00,106.8,81.4
2010-04-02 16:00:00,110.3,81.92
2010-04-02 17:00:00,114.5,81.48
2010-04-02 18:00:00,117.7,79.64
2010-04-02 19:00:00,115.5,76.72
2010-04-02 20:00:00,116.3,71.6
2010-04-02 21:00:00,123.5,67.48
2010-04-02 22:00:00,117.6,65.04
2010-04-02 23:00:00,107.9,63.36
2010-04-03 00:00:00,96.2,61.76
2010-04-03 01:00:00,86.0,59.88
2010-04-03 02:00:00,79.7,58.08
2010-04-03 03:00:00,76.4,56.76
2010-04-03 04:00:00,75.4,55.44
2010-04-03 05:00:00,76.5,54.68
2010-04-03 06:00:00,80.0,54.08
2010-04-03 07:00:00,86.4,53.44
2010-04-03 08:00:00,95.3,55.0
2010-04-03 09:00:00,106.9,59.08
2010-04-03 10:00:00,112.0,63.36
2010-04-03 11:00:00,111.7,67.64
2010-04-03 12:00:00,109.6,71.2
2010-04-03 13:00:00,108.6,73.64
2010-04-03 14:00:00,108.9,75.88
2010-04-03 15:00:00,110.1,77.12
2010-04-03 16:00:00,112.8,76.84
2010-04-03 17:00:00,115.4,76.08
2010-04-03 18:00:00,117.1,75.0
2010-04-03 19:00:00,115.1,72.88
2010-04-03 20:00:00,118.8,69.76
2010-04-03 21:00:00,127.8,67.44
2010-04-03 22:00:00,121.9,66.12
2010-04-03 23:00:00,111.4,64.4
2010-04-04 00:00:00,98.9,63.12
2010-04-04 01:00:00,86.2,62.24
2010-04-04 02:00:00,78.8,60.92
2010-04-04 03:00:00,74.4,59.84
2010-04-04 04:00:00,72.4,58.72
2010-04-04 05:00:00,73.3,57.84
2010-04-04 06:00:00,77.2,57.56
2010-04-04 07:00:00,81.9,56.72
2010-04-04 08:00:00,91.5,57.76
2010-04-04 09:00:00,108.8,61.72
2010-04-04 10:00:00,117.9,66.68
2010-04-04 11:00:00,116.2,70.92
2010-04-04 12:00:00,112.8,73.52
2010-04-04 13:00:00,116.5,75.8
2010-04-04 14:00:00,120.9,77.76
2010-04-04 15:00:00,125.2,78.84
2010-04-04 16:00:00,128.2,79.48
2010-04-04 17:00:00,130.6,79.44
2010-04-04 18:00:00,130.1,77.92
2010-04-04 19:00:00,126.7,75.32
2010-04-04 20:00:00,126.4,71.52
2010-04-04 21:00:00,134.2,68.24
2010-04-04 22:00:00,125.3,66.4
2010-04-04 23:00:00,112.3,64.84
2010-04-05 00:00:00,97.6,63.48
2010-04-05 01:00:00,85.4,62.24
2010-04-05 02:00:00,79.0,61.24
2010-04-05 03:00:00,75.3,60.32
2010-04-05 04:00:00,73.9,59.52
2010-04-05 05:00:00,75.1,58.16
2010-04-05 06:00:00,80.2,57.96
2010-04-05 07:00:00,89.2,57.28
2010-04-05 08:00:00,95.0,59.4
2010-04-05 09:00:00,102.8,64.44
2010-04-05 10:00:00,111.3,69.68
2010-04-05 11:00:00,117.8,74.56
2010-04-05 12:00:00,123.0,78.32
2010-04-05 13:00:00,127.5,81.24
